News,MENTIONS,Company
12941,MENTIONS,0000012927
13072,MENTIONS,0000006201
13096,MENTIONS,0000006201
13097,MENTIONS,0000006201
13103,MENTIONS,0000006201
13201,MENTIONS,0001633917
13201,MENTIONS,0001403161
13203,MENTIONS,0000021344
13204,MENTIONS,0001751788
13207,MENTIONS,0001042046
13207,MENTIONS,0001267238
13207,MENTIONS,0000086312
13311,MENTIONS,0000016732
13326,MENTIONS,0000039263
13436,MENTIONS,0000318154
13453,MENTIONS,0000093410
13453,MENTIONS,0000034088
13459,MENTIONS,0001318605
13460,MENTIONS,0001318605
13464,MENTIONS,0000882095
13541,MENTIONS,0001324424
13546,MENTIONS,0000070318
13555,MENTIONS,0001133421
13563,MENTIONS,0000831001
13577,MENTIONS,0000072903
13586,MENTIONS,0001841666
13587,MENTIONS,0001163165
13611,MENTIONS,0000789019
13611,MENTIONS,0001045810
13612,MENTIONS,0000320193
13612,MENTIONS,0001045810
13624,MENTIONS,0000100885
13624,MENTIONS,0000036104
13626,MENTIONS,0000789019
13632,MENTIONS,0001633917
13638,MENTIONS,0001433270
13638,MENTIONS,0000033213
13738,MENTIONS,0000732717
13757,MENTIONS,0001283699
13775,MENTIONS,0000919012
13775,MENTIONS,0000912463
13801,MENTIONS,0000104169
13827,MENTIONS,0001433270
13838,MENTIONS,0000050863
13842,MENTIONS,
13916,MENTIONS,0001841666
14004,MENTIONS,0000104169
14015,MENTIONS,0000320193
14027,MENTIONS,0000320193
14032,MENTIONS,0001065088
14049,MENTIONS,0000002488
14049,MENTIONS,0000732717
14050,MENTIONS,0000764478
14051,MENTIONS,0000886982
14053,MENTIONS,0000732717
14061,MENTIONS,0001120193
14065,MENTIONS,0000016160
14067,MENTIONS,0001283699
14082,MENTIONS,0001433270
14089,MENTIONS,0001109354
14089,MENTIONS,0000851205
14103,MENTIONS,0000047217
14104,MENTIONS,0000050863
14105,MENTIONS,0000320193
14119,MENTIONS,0000320193
14125,MENTIONS,0000004127
14142,MENTIONS,0000320193
14145,MENTIONS,0000320193
14151,MENTIONS,0000320193
14152,MENTIONS,0000024741
14171,MENTIONS,0001065088
14171,MENTIONS,0001403161
14178,MENTIONS,0000050863
14181,MENTIONS,0000320193
14195,MENTIONS,0000320193
14195,MENTIONS,0000789019
14195,MENTIONS,0001045810
14203,MENTIONS,0000320193
14205,MENTIONS,0000320193
14205,MENTIONS,0001121788
14205,MENTIONS,0001283699
14221,MENTIONS,0000006951
14235,MENTIONS,0000004127
14236,MENTIONS,0000104169
14240,MENTIONS,0000320193
14253,MENTIONS,0001341439
14256,MENTIONS,0000012927
14256,MENTIONS,0000793952
14256,MENTIONS,0000320187
14256,MENTIONS,0001403161
14256,MENTIONS,0000034088
14257,MENTIONS,0000012927
14257,MENTIONS,0000793952
14257,MENTIONS,0000320187
14257,MENTIONS,0001403161
14257,MENTIONS,0000034088
14267,MENTIONS,0001604778
14267,MENTIONS,0000004127
14432,MENTIONS,0000947484
14434,MENTIONS,0000004127
14434,MENTIONS,0000097476
14476,MENTIONS,0001633917
14476,MENTIONS,0000829224
14476,MENTIONS,0001722684
14481,MENTIONS,0001070412
14493,MENTIONS,0000106640
14527,MENTIONS,0000072971
14562,MENTIONS,0000002488
14565,MENTIONS,0001163165
14565,MENTIONS,
14565,MENTIONS,0000087347
14579,MENTIONS,0000764478
14588,MENTIONS,0000732717
14597,MENTIONS,0000002488
14610,MENTIONS,0001109357
14610,MENTIONS,0000753308
14616,MENTIONS,0000026172
14617,MENTIONS,0001463101
14619,MENTIONS,0000002488
14619,MENTIONS,0001108524
14641,MENTIONS,0000831001
14641,MENTIONS,0000886982
14641,MENTIONS,0000895421
14644,MENTIONS,0001564708
14682,MENTIONS,0001059556
14696,MENTIONS,0000001750
14697,MENTIONS,0000001750
14747,MENTIONS,0000001750
14765,MENTIONS,0001403161
14770,MENTIONS,0001090727
14818,MENTIONS,0000789019
14818,MENTIONS,0001045810
14821,MENTIONS,0001108524
14822,MENTIONS,0000796343
14822,MENTIONS,0000789019
14822,MENTIONS,0001045810
14833,MENTIONS,0000040545
14834,MENTIONS,0001069258
14834,MENTIONS,0000864749
14843,MENTIONS,0000789019
14858,MENTIONS,0000831001
14858,MENTIONS,0000093410
14858,MENTIONS,0000886982
14858,MENTIONS,
14859,MENTIONS,0000093410
14859,MENTIONS,0000886982
14859,MENTIONS,
14865,MENTIONS,0001318605
14871,MENTIONS,0000012927
14871,MENTIONS,0000034088
14873,MENTIONS,0000764478
14873,MENTIONS,0000093410
14873,MENTIONS,0001539838
14873,MENTIONS,0001040971
14873,MENTIONS,0000034088
14875,MENTIONS,0001633917
14939,MENTIONS,0000897077
14939,MENTIONS,0000030625
14946,MENTIONS,0000012927
14947,MENTIONS,0000831001
14966,MENTIONS,0001001250
14968,MENTIONS,0000012927
14970,MENTIONS,0000072971
14981,MENTIONS,0000827876
14993,MENTIONS,0001267238
14993,MENTIONS,0000086312
15071,MENTIONS,0001045810
15084,MENTIONS,0000886982
15084,MENTIONS,0000895421
15091,MENTIONS,0001744489
15135,MENTIONS,0000023217
15135,MENTIONS,0000077476
15177,MENTIONS,0000899051
15177,MENTIONS,0000034088
15178,MENTIONS,0000789019
15182,MENTIONS,0000790051
15183,MENTIONS,0001047335
15185,MENTIONS,0001047335
15190,MENTIONS,0000006201
15195,MENTIONS,0000093410
15196,MENTIONS,0000034088
15197,MENTIONS,0001047335
15212,MENTIONS,0001442145
15224,MENTIONS,0000789019
15229,MENTIONS,0001047335
15234,MENTIONS,0000790051
15239,MENTIONS,0000001750
15243,MENTIONS,0000790051
15244,MENTIONS,0000001750
15246,MENTIONS,0000790051
15252,MENTIONS,0000034088
15253,MENTIONS,0000886982
15255,MENTIONS,0000789019
15259,MENTIONS,0001326380
15259,MENTIONS,0001633917
15322,MENTIONS,0001158449
15328,MENTIONS,0000793952
15331,MENTIONS,0001158449
15331,MENTIONS,0000075362
15357,MENTIONS,0001521332
15357,MENTIONS,0000026172
15359,MENTIONS,0001318605
15412,MENTIONS,0000769397
15430,MENTIONS,0001521332
15430,MENTIONS,0000315189
15468,MENTIONS,0001166691
15545,MENTIONS,0000008670
15578,MENTIONS,0000036104
15580,MENTIONS,0000793733
15629,MENTIONS,0000097745
15649,MENTIONS,0001142750
15649,MENTIONS,0001428336
15662,MENTIONS,0001018963
15662,MENTIONS,0000016040
15730,MENTIONS,0001127703
15751,MENTIONS,0000884614
15755,MENTIONS,0001163165
15755,MENTIONS,0001035002
15757,MENTIONS,0000045012
15758,MENTIONS,0000045012
15759,MENTIONS,0000045012
15770,MENTIONS,0001393311
15779,MENTIONS,0000893538
15782,MENTIONS,0001163165
15787,MENTIONS,0000093410
15787,MENTIONS,0001520006
15787,MENTIONS,
15792,MENTIONS,0001048911
15792,MENTIONS,0001090727
15798,MENTIONS,0001166003
15805,MENTIONS,
15812,MENTIONS,0001163165
15814,MENTIONS,0000742278
15814,MENTIONS,0001035002
15815,MENTIONS,0000046765
15820,MENTIONS,0001021860
15830,MENTIONS,0000315852
15842,MENTIONS,0000104169
15844,MENTIONS,0000886982
15852,MENTIONS,0001646972
15852,MENTIONS,0000820313
15852,MENTIONS,0001219601
15852,MENTIONS,0001525769
15852,MENTIONS,
15852,MENTIONS,0000086312
15874,MENTIONS,0001551152
15874,MENTIONS,0000875045
15874,MENTIONS,0000021665
15874,MENTIONS,0001163165
15874,MENTIONS,0000093410
15874,MENTIONS,0000920522
15874,MENTIONS,0001575965
15874,MENTIONS,0000842162
15874,MENTIONS,0000851968
15874,MENTIONS,0000943819
15874,MENTIONS,0000893538
15874,MENTIONS,0000875320
15888,MENTIONS,0001097149
15888,MENTIONS,0001841666
15888,MENTIONS,0000020212
15888,MENTIONS,0001590895
15888,MENTIONS,0001744489
15888,MENTIONS,0001326380
15888,MENTIONS,0000917520
15888,MENTIONS,0000050863
15888,MENTIONS,0001757073
15888,MENTIONS,0000946581
15890,MENTIONS,0001024305
15890,MENTIONS,0000882095
15899,MENTIONS,0000820318
15899,MENTIONS,0000797468
15899,MENTIONS,0001403161
15903,MENTIONS,0001297184
15903,MENTIONS,0000012927
15903,MENTIONS,0000712515
15903,MENTIONS,0000091440
15903,MENTIONS,0001706431
15904,MENTIONS,0000005272
15904,MENTIONS,0000002488
15904,MENTIONS,0001527166
15904,MENTIONS,0001285785
15904,MENTIONS,0001037038
15904,MENTIONS,0001665918
15920,MENTIONS,0001596532
15920,MENTIONS,0000010456
15920,MENTIONS,0000875045
15920,MENTIONS,0001324404
15920,MENTIONS,0001109357
15920,MENTIONS,0000886982
15920,MENTIONS,0000049071
15920,MENTIONS,0000058492
15920,MENTIONS,0001285785
15920,MENTIONS,0000895421
15920,MENTIONS,0000096021
15920,MENTIONS,0000877212
15923,MENTIONS,0001551152
15923,MENTIONS,0000021665
15923,MENTIONS,0000021076
15923,MENTIONS,0000093410
15923,MENTIONS,0001000228
15923,MENTIONS,0000814453
15923,MENTIONS,0000821483
15925,MENTIONS,0001024305
15925,MENTIONS,0000093410
15925,MENTIONS,0000946581
15932,MENTIONS,0000001800
15932,MENTIONS,0000004904
15932,MENTIONS,0000002488
15932,MENTIONS,0001841666
15932,MENTIONS,0001108524
15932,MENTIONS,0000093410
15932,MENTIONS,0000045012
15932,MENTIONS,0000046080
15932,MENTIONS,0000797468
15932,MENTIONS,
15932,MENTIONS,0000087347
15932,MENTIONS,0000034088
15944,MENTIONS,0000875045
15944,MENTIONS,0001120193
15944,MENTIONS,0000091440
15978,MENTIONS,0001590895
15978,MENTIONS,0001744489
15978,MENTIONS,0001326160
15978,MENTIONS,0000723125
15978,MENTIONS,0000704532
15995,MENTIONS,0000005272
15995,MENTIONS,0000002488
15995,MENTIONS,0001527166
15995,MENTIONS,0001711269
15995,MENTIONS,0000313143
15995,MENTIONS,0001285785
15995,MENTIONS,0001037038
15995,MENTIONS,0000899689
15997,MENTIONS,0001616862
15997,MENTIONS,0001783180
15997,MENTIONS,0000927628
15997,MENTIONS,0000933136
15997,MENTIONS,0000033213
15997,MENTIONS,0000916076
15997,MENTIONS,0001781335
15997,MENTIONS,0000100493
15997,MENTIONS,0001465740
15997,MENTIONS,0001336917
16007,MENTIONS,0000821026
16007,MENTIONS,0000012927
16007,MENTIONS,0000875045
16007,MENTIONS,0001739940
16007,MENTIONS,0000317540
16007,MENTIONS,0000093410
16007,MENTIONS,0001070985
16007,MENTIONS,0001463101
16007,MENTIONS,0001754301
16007,MENTIONS,0000886982
16007,MENTIONS,0000310158
16007,MENTIONS,0000895421
16007,MENTIONS,0001133421
16007,MENTIONS,0001356576
16007,MENTIONS,0000030697
16007,MENTIONS,0000034088
16007,MENTIONS,0000109380
16008,MENTIONS,0001596532
16008,MENTIONS,0001841666
16008,MENTIONS,0001324404
16008,MENTIONS,0001109357
16008,MENTIONS,0001539838
16008,MENTIONS,0001754301
16008,MENTIONS,0000882095
16008,MENTIONS,0000886982
16008,MENTIONS,0000058492
16008,MENTIONS,0000927653
16008,MENTIONS,0001285785
16008,MENTIONS,0000895421
16008,MENTIONS,0000096021
16008,MENTIONS,0000877212
16009,MENTIONS,0001596532
16009,MENTIONS,0000010456
16009,MENTIONS,0000875045
16009,MENTIONS,0001048477
16009,MENTIONS,0001324404
16009,MENTIONS,0000032604
16009,MENTIONS,0001551182
16009,MENTIONS,0001109357
16009,MENTIONS,0001408710
16009,MENTIONS,0001754301
16009,MENTIONS,0000882095
16009,MENTIONS,0000886982
16009,MENTIONS,0000049071
16009,MENTIONS,0000058492
16009,MENTIONS,0000927653
16009,MENTIONS,0001285785
16009,MENTIONS,0000895421
16009,MENTIONS,0000877212
16010,MENTIONS,0000002488
16010,MENTIONS,0000012927
16010,MENTIONS,0000875045
16010,MENTIONS,0001739940
16010,MENTIONS,0000317540
16010,MENTIONS,0000093410
16010,MENTIONS,0001070985
16010,MENTIONS,0000882184
16010,MENTIONS,0001463101
16010,MENTIONS,0001754301
16010,MENTIONS,0000923796
16010,MENTIONS,0000886982
16010,MENTIONS,0000916076
16010,MENTIONS,0001049521
16010,MENTIONS,0000036270
16010,MENTIONS,0001133421
16010,MENTIONS,0000797468
16010,MENTIONS,0000822416
16010,MENTIONS,0001137774
16010,MENTIONS,0001356576
16010,MENTIONS,0001561680
16010,MENTIONS,0001396009
16010,MENTIONS,0000030697
16010,MENTIONS,0000877212
16010,MENTIONS,0000109380
16011,MENTIONS,0000005272
16011,MENTIONS,0000882184
16011,MENTIONS,
16011,MENTIONS,0000712515
16011,MENTIONS,0000030625
16011,MENTIONS,0000822416
16011,MENTIONS,0001469367
16011,MENTIONS,0001283699
16011,MENTIONS,0000794170
16011,MENTIONS,0001561680
16021,MENTIONS,0000005272
16021,MENTIONS,0001024305
16021,MENTIONS,0000882184
16021,MENTIONS,
16021,MENTIONS,0000712515
16021,MENTIONS,0000030625
16021,MENTIONS,0000822416
16021,MENTIONS,0000794170
16057,MENTIONS,0001018724
16058,MENTIONS,0000012927
16079,MENTIONS,0000320193
16079,MENTIONS,0001744489
16086,MENTIONS,0000789019
16089,MENTIONS,0000072331
16113,MENTIONS,0001701605
16114,MENTIONS,0001701605
16114,MENTIONS,0000040545
16137,MENTIONS,0000018230
16137,MENTIONS,0000315189
16137,MENTIONS,0001024478
16165,MENTIONS,0001403161
16175,MENTIONS,0000713676
16175,MENTIONS,0000036104
16176,MENTIONS,0001123360
16176,MENTIONS,0001403161
16208,MENTIONS,0000831001
16208,MENTIONS,0000713676
16208,MENTIONS,0000072971
16212,MENTIONS,0000035527
16212,MENTIONS,0000713676
16212,MENTIONS,0000036104
16224,MENTIONS,0000831001
16224,MENTIONS,0000713676
16224,MENTIONS,0000072971
16232,MENTIONS,0000831001
16232,MENTIONS,0000886982
16232,MENTIONS,0000895421
16242,MENTIONS,0000831001
16242,MENTIONS,0000895421
16242,MENTIONS,0000072971
16257,MENTIONS,0000831001
16257,MENTIONS,0000886982
16257,MENTIONS,0000072971
16259,MENTIONS,0000831001
16259,MENTIONS,0000895421
16261,MENTIONS,0000831001
16262,MENTIONS,0000831001
16265,MENTIONS,0000831001
16268,MENTIONS,0000895421
16269,MENTIONS,0000891103
16282,MENTIONS,0000831001
16282,MENTIONS,0000886982
16288,MENTIONS,0001133421
16293,MENTIONS,0001571949
16313,MENTIONS,0000886982
16322,MENTIONS,0000789019
16322,MENTIONS,
16323,MENTIONS,0000886982
16332,MENTIONS,0000320187
16332,MENTIONS,0001336917
16349,MENTIONS,0000895421
16349,MENTIONS,0001318605
16365,MENTIONS,0001137774
16404,MENTIONS,0000831001
16404,MENTIONS,0000895421
16429,MENTIONS,0000882095
16429,MENTIONS,0001164727
16434,MENTIONS,0001744489
16440,MENTIONS,0000732717
16445,MENTIONS,0001018724
16445,MENTIONS,0001318605
16457,MENTIONS,0000010456
16457,MENTIONS,0000885725
16502,MENTIONS,0000882095
16551,MENTIONS,0000021076
16551,MENTIONS,0000789570
16562,MENTIONS,0001286681
16577,MENTIONS,0000320193
16579,MENTIONS,0000723125
16579,MENTIONS,0001045810
16584,MENTIONS,0001324404
16584,MENTIONS,0001285785
16604,MENTIONS,0000831001
16604,MENTIONS,0000895421
16617,MENTIONS,0000103730
16617,MENTIONS,0000106640
16621,MENTIONS,0001755672
16621,MENTIONS,0000927653
16658,MENTIONS,0001177609
16658,MENTIONS,0000916365
16668,MENTIONS,0001390777
16668,MENTIONS,0001504008
16668,MENTIONS,0000091576
16670,MENTIONS,0001374310
16670,MENTIONS,0001156375
16672,MENTIONS,0000320193
16676,MENTIONS,0001048911
16676,MENTIONS,0001090727
16680,MENTIONS,0000320193
16680,MENTIONS,0001318605
16682,MENTIONS,0001352010
16683,MENTIONS,0001285785
16685,MENTIONS,0001285785
16686,MENTIONS,0001285785
16724,MENTIONS,0000895421
16732,MENTIONS,0000005272
16734,MENTIONS,0000004904
16734,MENTIONS,0000799233
16735,MENTIONS,0001675149
16739,MENTIONS,0000822416
16739,MENTIONS,0001585364
16741,MENTIONS,0000726958
16742,MENTIONS,0000006281
16783,MENTIONS,0000001750
16784,MENTIONS,0000001750
16784,MENTIONS,0000012927
16796,MENTIONS,0001403161
16801,MENTIONS,0000789019
16802,MENTIONS,0000789019
16803,MENTIONS,0000789019
16803,MENTIONS,0001045810
16859,MENTIONS,0001633917
16882,MENTIONS,0001744489
16975,MENTIONS,0001163165
16975,MENTIONS,0000797468
16975,MENTIONS,0000034088
16976,MENTIONS,0000797468
16976,MENTIONS,0000034088
16977,MENTIONS,0000093410
16977,MENTIONS,0000797468
16986,MENTIONS,0001633931
16997,MENTIONS,0001633917
17038,MENTIONS,0000109380
17059,MENTIONS,0001045810
17084,MENTIONS,0000023194
17084,MENTIONS,0000033213
17084,MENTIONS,0001534504
17090,MENTIONS,0000001800
17115,MENTIONS,0000723125
17121,MENTIONS,0000753308
17131,MENTIONS,0001018724
17133,MENTIONS,0000796343
17133,MENTIONS,0000789019
17134,MENTIONS,0000789019
17138,MENTIONS,0000789019
17138,MENTIONS,0001045810
17146,MENTIONS,0001018724
17148,MENTIONS,0000320193
17151,MENTIONS,0001045810
17154,MENTIONS,0001018724
17154,MENTIONS,0000789019
17156,MENTIONS,0000320193
17156,MENTIONS,0001018724
17157,MENTIONS,0000320193
17157,MENTIONS,0000789019
17161,MENTIONS,0000789019
17163,MENTIONS,0000789019
17164,MENTIONS,0000923796
17168,MENTIONS,0001124198
17171,MENTIONS,0000320193
17171,MENTIONS,0001744489
17171,MENTIONS,0000789019
17188,MENTIONS,0000789019
17189,MENTIONS,0001413329
17212,MENTIONS,0001596532
17212,MENTIONS,0000012927
17212,MENTIONS,0000050863
17212,MENTIONS,0000732717
17212,MENTIONS,0001283699
17212,MENTIONS,
17216,MENTIONS,0001744489
17230,MENTIONS,0000723612
17270,MENTIONS,0000085961
17319,MENTIONS,0000789019
17319,MENTIONS,0001045810
17363,MENTIONS,
17363,MENTIONS,0000104169
17378,MENTIONS,0000002488
17378,MENTIONS,0001018724
17404,MENTIONS,0000320193
17404,MENTIONS,0001744489
17404,MENTIONS,0000789019
17404,MENTIONS,0001045810
17434,MENTIONS,0000320187
17467,MENTIONS,0000315189
17467,MENTIONS,0000035527
17467,MENTIONS,0000895421
17473,MENTIONS,0001633917
17473,MENTIONS,0001403161
17505,MENTIONS,0001433270
17508,MENTIONS,0001133421
17518,MENTIONS,0001469367
17520,MENTIONS,0000104169
17529,MENTIONS,0001004980
17529,MENTIONS,0000788784
17536,MENTIONS,0000001750
17537,MENTIONS,0000093410
17537,MENTIONS,0001534701
17537,MENTIONS,0001035002
17537,MENTIONS,0000034088
17540,MENTIONS,0001739445
17545,MENTIONS,0000895421
17547,MENTIONS,0001166691
17551,MENTIONS,0001469367
17553,MENTIONS,0001318605
17556,MENTIONS,0000789019
17563,MENTIONS,0001390777
17568,MENTIONS,0001744489
17568,MENTIONS,
17574,MENTIONS,0000034088
17575,MENTIONS,0000320193
17575,MENTIONS,0000723125
17575,MENTIONS,0001045810
17580,MENTIONS,0001133421
17582,MENTIONS,0000050863
17590,MENTIONS,0001783180
17590,MENTIONS,0001781335
17591,MENTIONS,0001326160
17593,MENTIONS,0000320193
17593,MENTIONS,0001318605
17598,MENTIONS,0000886982
17600,MENTIONS,0001004980
17600,MENTIONS,0000092122
17619,MENTIONS,0000831001
17619,MENTIONS,0000713676
17619,MENTIONS,0000036104
17619,MENTIONS,0000072971
17620,MENTIONS,0000895421
17635,MENTIONS,0000012927
17661,MENTIONS,0001318605
17669,MENTIONS,0000093410
17669,MENTIONS,0000034088
17670,MENTIONS,0001163165
17670,MENTIONS,0000909832
17670,MENTIONS,0000093410
17670,MENTIONS,0000797468
17671,MENTIONS,0001289419
17672,MENTIONS,0000093410
17675,MENTIONS,0000874761
17675,MENTIONS,0000093410
17675,MENTIONS,0000033213
17675,MENTIONS,
17675,MENTIONS,0001318605
17675,MENTIONS,0000034088
17676,MENTIONS,0000093410
17676,MENTIONS,0001090012
17676,MENTIONS,
17676,MENTIONS,0000034088
17696,MENTIONS,0001688568
17699,MENTIONS,0000789019
17700,MENTIONS,0001018724
17700,MENTIONS,0000937556
17700,MENTIONS,0001660134
17700,MENTIONS,0001403161
17701,MENTIONS,0001336917
17702,MENTIONS,0000915913
17702,MENTIONS,0001057352
17702,MENTIONS,0000313616
17702,MENTIONS,0001659166
17702,MENTIONS,0000860730
17702,MENTIONS,0000021344
17702,MENTIONS,0000066740
17702,MENTIONS,0000789019
17702,MENTIONS,0000097745
17702,MENTIONS,0000097476
17702,MENTIONS,0000943452
17703,MENTIONS,0001166691
17703,MENTIONS,0000829224
17703,MENTIONS,0001336917
17725,MENTIONS,
17730,MENTIONS,0000077476
17732,MENTIONS,0000033213
17734,MENTIONS,0001744489
17736,MENTIONS,0000789019
17740,MENTIONS,0001041803
17741,MENTIONS,0001385280
17742,MENTIONS,0000320193
17743,MENTIONS,0000277948
17746,MENTIONS,0001166691
17746,MENTIONS,0000732717
17751,MENTIONS,0001633917
17751,MENTIONS,0001318605
17751,MENTIONS,0001403161
17756,MENTIONS,0000789019
17773,MENTIONS,0001018724
17773,MENTIONS,0000789019
17773,MENTIONS,0001045810
17781,MENTIONS,0001551152
17789,MENTIONS,0001018724
17789,MENTIONS,0000789019
17803,MENTIONS,0001045810
17806,MENTIONS,0001754301
17807,MENTIONS,0001794669
17884,MENTIONS,0000318154
17884,MENTIONS,0000875045
17884,MENTIONS,0000108385
17942,MENTIONS,0000861884
17944,MENTIONS,0000882095
17944,MENTIONS,0000875320
17981,MENTIONS,0000882095
17981,MENTIONS,0000875320
18048,MENTIONS,0001070494
18054,MENTIONS,0001744489
18054,MENTIONS,0000886982
18076,MENTIONS,0001065088
18082,MENTIONS,0000002488
18082,MENTIONS,0001156375
18085,MENTIONS,0001318605
18085,MENTIONS,0000034088
18086,MENTIONS,0000895421
18087,MENTIONS,0001156375
18088,MENTIONS,0000021344
18089,MENTIONS,0001390777
18090,MENTIONS,0001156375
18094,MENTIONS,0001374310
18094,MENTIONS,0001156375
18099,MENTIONS,0001633917
18100,MENTIONS,0000002488
18100,MENTIONS,0001156375
18100,MENTIONS,0001633917
18101,MENTIONS,0000895421
18104,MENTIONS,0001633917
18106,MENTIONS,0000002488
18106,MENTIONS,0001374310
18106,MENTIONS,0001005284
18107,MENTIONS,0000002488
18108,MENTIONS,0001374310
18108,MENTIONS,0001156375
18110,MENTIONS,0001374310
18110,MENTIONS,0001156375
18113,MENTIONS,0001374310
18113,MENTIONS,0000886982
18114,MENTIONS,0000831001
18114,MENTIONS,0001374310
18114,MENTIONS,0001156375
18114,MENTIONS,0000886982
18116,MENTIONS,0001374310
18116,MENTIONS,0001156375
18116,MENTIONS,0000886982
18117,MENTIONS,0000002488
18117,MENTIONS,0001045810
18120,MENTIONS,
18120,MENTIONS,0000886982
18120,MENTIONS,0000895421
18121,MENTIONS,0000002488
18121,MENTIONS,0000886982
18121,MENTIONS,0000895421
18122,MENTIONS,0001374310
18122,MENTIONS,0001156375
18122,MENTIONS,0001120193
18124,MENTIONS,0001390777
18125,MENTIONS,0001633917
18126,MENTIONS,0001326380
18127,MENTIONS,0001403161
18130,MENTIONS,0001633917
18134,MENTIONS,0001403161
18135,MENTIONS,0001403161
18137,MENTIONS,0001633917
18137,MENTIONS,0001403161
18138,MENTIONS,0001156375
18142,MENTIONS,0000098677
18143,MENTIONS,0001374310
18144,MENTIONS,0001622194
18146,MENTIONS,0000827876
18147,MENTIONS,0001045810
18151,MENTIONS,0000831001
18151,MENTIONS,0000886982
18152,MENTIONS,0001633917
18157,MENTIONS,0001374310
18157,MENTIONS,0001156375
18158,MENTIONS,0000827876
18164,MENTIONS,0001064728
18173,MENTIONS,0001633917
18176,MENTIONS,0000886982
18177,MENTIONS,0001374310
18177,MENTIONS,0001156375
18180,MENTIONS,0001390777
18180,MENTIONS,0001633917
18181,MENTIONS,0001374310
18181,MENTIONS,0001156375
18183,MENTIONS,0000886982
18183,MENTIONS,0001571949
18184,MENTIONS,0001374310
18184,MENTIONS,0001156375
18184,MENTIONS,0000886982
18185,MENTIONS,0001374310
18185,MENTIONS,0001156375
18186,MENTIONS,0000827876
18187,MENTIONS,0000002488
18189,MENTIONS,0001633917
18190,MENTIONS,0001633917
18191,MENTIONS,0001045810
18192,MENTIONS,0000002488
18194,MENTIONS,0001374310
18194,MENTIONS,0001156375
18197,MENTIONS,0001374310
18198,MENTIONS,0000827876
18199,MENTIONS,0001374310
18199,MENTIONS,0001156375
18201,MENTIONS,0001374310
18201,MENTIONS,0001156375
18203,MENTIONS,0001166691
18203,MENTIONS,0000016732
18203,MENTIONS,0001468174
18203,MENTIONS,0000103379
18205,MENTIONS,0001374310
18205,MENTIONS,0001156375
18205,MENTIONS,0001120193
18206,MENTIONS,0001403161
18211,MENTIONS,0000764478
18211,MENTIONS,0001065088
18211,MENTIONS,0001324424
18213,MENTIONS,0001633917
18218,MENTIONS,0001390777
18221,MENTIONS,0001390777
18222,MENTIONS,0000002488
18222,MENTIONS,0000050863
18223,MENTIONS,0001156375
18226,MENTIONS,0000886982
18226,MENTIONS,0000077476
18230,MENTIONS,0001390777
18230,MENTIONS,0000895421
18231,MENTIONS,0000827876
18233,MENTIONS,0001383312
18234,MENTIONS,0001326380
18235,MENTIONS,0001390777
18238,MENTIONS,0000882095
18241,MENTIONS,0001633917
18243,MENTIONS,0000018230
18243,MENTIONS,0000086312
18244,MENTIONS,0001283699
18246,MENTIONS,0001403161
18247,MENTIONS,0000002488
18251,MENTIONS,0001525769
18253,MENTIONS,0001390777
18254,MENTIONS,0000087347
18255,MENTIONS,0001551182
18256,MENTIONS,0000732717
18257,MENTIONS,0000072971
18258,MENTIONS,0001156375
18258,MENTIONS,0000036104
18260,MENTIONS,0001571949
18263,MENTIONS,0001633917
18264,MENTIONS,0001318605
18265,MENTIONS,0000901491
18268,MENTIONS,0001390777
18275,MENTIONS,0000320193
18275,MENTIONS,0000885639
18275,MENTIONS,0000104169
18287,MENTIONS,0001166691
18287,MENTIONS,0001744489
18288,MENTIONS,0000789019
18295,MENTIONS,0001527166
18295,MENTIONS,0000034088
18308,MENTIONS,0000831001
18328,MENTIONS,0001113169
18336,MENTIONS,0001289419
18355,MENTIONS,0000012927
18355,MENTIONS,0000034088
18392,MENTIONS,0000886982
18407,MENTIONS,0000886982
18411,MENTIONS,0000831001
18413,MENTIONS,0000946581
18422,MENTIONS,0001156375
18428,MENTIONS,0000012927
18441,MENTIONS,0001744489
18535,MENTIONS,0000018230
18552,MENTIONS,0000012927
18555,MENTIONS,0000012927
18557,MENTIONS,0000012927
18591,MENTIONS,0000006201
18591,MENTIONS,0000012927
18593,MENTIONS,0001362468
18593,MENTIONS,0000766421
18593,MENTIONS,0000012927
18599,MENTIONS,0000012927
18635,MENTIONS,0001133421
18687,MENTIONS,0000012927
18688,MENTIONS,0000001750
18688,MENTIONS,0000012927
18754,MENTIONS,0000895421
18756,MENTIONS,0000831001
18803,MENTIONS,0001075531
18803,MENTIONS,0001526520
18808,MENTIONS,0001075531
18809,MENTIONS,0001075531
18814,MENTIONS,0001075531
18814,MENTIONS,0001324424
18819,MENTIONS,0000789019
18823,MENTIONS,0001534504
18839,MENTIONS,0001744489
18866,MENTIONS,0001794669
18920,MENTIONS,0000006201
18922,MENTIONS,0000021344
18937,MENTIONS,0001744489
18966,MENTIONS,0000764478
18989,MENTIONS,0001285785
19000,MENTIONS,0000034088
19011,MENTIONS,0000913142
19035,MENTIONS,0001754301
19051,MENTIONS,0001166691
19060,MENTIONS,0001166691
19060,MENTIONS,0001754301
19064,MENTIONS,0000077476
19079,MENTIONS,0000829224
19082,MENTIONS,0000829224
19089,MENTIONS,0000006201
19103,MENTIONS,0001374310
19104,MENTIONS,0000021665
19104,MENTIONS,0000055785
