Event,IMPACTS,Company
2008_3,IMPACTS,0000030625
2008_3,IMPACTS,0000822416
2008_3,IMPACTS,0000794170
2012_5,IMPACTS,0001024305
2020_29,IMPACTS,0000005272
2020_29,IMPACTS,0001024305
2020_29,IMPACTS,0000712515
2020_29,IMPACTS,0000030625
2020_29,IMPACTS,0000794170
2021_42,IMPACTS,0000012927
2022_39,IMPACTS,0001744489
2023_17,IMPACTS,0000072331
2014_0,IMPACTS,0001701605
2022_5,IMPACTS,0001701605
2022_5,IMPACTS,0000040545
2014_0,IMPACTS,0000315189
2014_0,IMPACTS,0001024478
2022_5,IMPACTS,0000018230
2022_5,IMPACTS,0001024478
2016_7,IMPACTS,0001403161
2016_7,IMPACTS,0001123360
2016_7,IMPACTS,0000713676
2017_0,IMPACTS,0000713676
2017_0,IMPACTS,0000036104
2008_3,IMPACTS,0000831001
2008_3,IMPACTS,0000713676
2008_3,IMPACTS,0000072971
2005_6,IMPACTS,0000895421
2023_23,IMPACTS,0000891103
2020_8,IMPACTS,0000831001
2016_7,IMPACTS,0001133421
2014_0,IMPACTS,0001571949
2021_39,IMPACTS,0000886982
2021_1,IMPACTS,0000886982
2001_10,IMPACTS,0000320187
2001_10,IMPACTS,0001336917
2020_11,IMPACTS,0001137774
2002_12,IMPACTS,0001164727
2018_4,IMPACTS,0000010456
2022_39,IMPACTS,0000021076
2022_39,IMPACTS,0000789570
2005_12,IMPACTS,0001286681
2004_0,IMPACTS,0000320193
2020_11,IMPACTS,0000723125
2020_11,IMPACTS,0001045810
2014_0,IMPACTS,0001324404
2014_0,IMPACTS,0001285785
2016_7,IMPACTS,0000103730
2016_7,IMPACTS,0000106640
2022_5,IMPACTS,0001755672
2018_4,IMPACTS,0000916365
2016_7,IMPACTS,0001390777
2016_7,IMPACTS,0001504008
2020_29,IMPACTS,0001048911
2023_28,IMPACTS,0000320193
2023_28,IMPACTS,0001318605
2020_7,IMPACTS,0001352010
2021_25,IMPACTS,0001285785
2020_7,IMPACTS,0001285785
2001_2,IMPACTS,0000895421
2006_4,IMPACTS,0000005272
2013_8,IMPACTS,0000005272
2002_4,IMPACTS,0000004904
2002_4,IMPACTS,0000799233
2010_7,IMPACTS,0001675149
2008_3,IMPACTS,0001585364
2013_8,IMPACTS,0000726958
2013_8,IMPACTS,0000006281
2001_6,IMPACTS,0001163165
2001_6,IMPACTS,0000797468
2016_11,IMPACTS,0001633931
2017_0,IMPACTS,0001633931
2017_0,IMPACTS,0000109380
2022_5,IMPACTS,0000023194
2022_5,IMPACTS,0001534504
2001_12,IMPACTS,0000001800
2017_8,IMPACTS,0000723125
2009_4,IMPACTS,0000320193
2009_4,IMPACTS,0000789019
2007_2,IMPACTS,0001596532
2007_2,IMPACTS,0000012927
2007_2,IMPACTS,
2009_0,IMPACTS,0000723612
2016_11,IMPACTS,0000085961
2016_11,IMPACTS,0000035527
2004_0,IMPACTS,0001433270
2021_33,IMPACTS,0001133421
2020_29,IMPACTS,0001469367
2022_10,IMPACTS,0001004980
2022_10,IMPACTS,0000788784
2005_8,IMPACTS,0000001750
2021_5,IMPACTS,0000001750
2022_5,IMPACTS,0001534701
2008_3,IMPACTS,0001739445
2020_29,IMPACTS,0001739445
2009_1,IMPACTS,0000895421
2021_27,IMPACTS,0000895421
2021_5,IMPACTS,0001469367
2008_3,IMPACTS,0001318605
2016_6,IMPACTS,0000789019
2020_29,IMPACTS,0001390777
2005_12,IMPACTS,0000034088
2012_4,IMPACTS,0000034088
2020_29,IMPACTS,0000320193
2020_29,IMPACTS,0001045810
2022_19,IMPACTS,0001133421
2020_29,IMPACTS,0000050863
2020_29,IMPACTS,0001783180
2020_29,IMPACTS,0001781335
2021_5,IMPACTS,0001326160
2016_10,IMPACTS,0000320193
2016_10,IMPACTS,0001318605
2008_3,IMPACTS,0001004980
2008_3,IMPACTS,0000092122
2020_29,IMPACTS,0001004980
2020_29,IMPACTS,0000092122
2022_5,IMPACTS,0000909832
2022_5,IMPACTS,0001289419
2022_5,IMPACTS,0000874761
2014_0,IMPACTS,0001688568
2022_5,IMPACTS,0001688568
2006_5,IMPACTS,0001018724
2006_5,IMPACTS,0000937556
2006_5,IMPACTS,0001660134
2004_0,IMPACTS,0001336917
2023_23,IMPACTS,0000915913
2023_23,IMPACTS,0001057352
2023_23,IMPACTS,0000313616
2023_23,IMPACTS,0001659166
2023_23,IMPACTS,0000860730
2023_23,IMPACTS,0000021344
2023_23,IMPACTS,0000066740
2023_23,IMPACTS,0000789019
2023_23,IMPACTS,0000097745
2023_23,IMPACTS,0000097476
2023_23,IMPACTS,0000943452
2001_6,IMPACTS,0000829224
2001_6,IMPACTS,0001336917
2005_1,IMPACTS,0001166691
2005_1,IMPACTS,0000829224
2005_1,IMPACTS,0001336917
2022_16,IMPACTS,
2015_7,IMPACTS,0000077476
2015_7,IMPACTS,0000033213
2021_35,IMPACTS,0000033213
2016_11,IMPACTS,0001041803
2017_0,IMPACTS,0001041803
2022_35,IMPACTS,0001385280
2022_16,IMPACTS,0000320193
2016_7,IMPACTS,0000277948
2018_1,IMPACTS,0001166691
2018_1,IMPACTS,0000732717
2021_1,IMPACTS,0001754301
2021_42,IMPACTS,0001794669
2016_11,IMPACTS,0000108385
2016_11,IMPACTS,0000861884
2001_2,IMPACTS,0000882095
2001_2,IMPACTS,0000875320
2016_11,IMPACTS,0000875320
2022_11,IMPACTS,0001070494
2013_8,IMPACTS,0001744489
2013_8,IMPACTS,0000886982
2009_0,IMPACTS,0000034088
2021_39,IMPACTS,0000895421
2009_0,IMPACTS,0001005284
2009_0,IMPACTS,0000831001
2021_39,IMPACTS,0000002488
2009_0,IMPACTS,0001120193
2009_0,IMPACTS,0000098677
2009_0,IMPACTS,0001622194
2009_0,IMPACTS,0001064728
2009_0,IMPACTS,0001571949
2009_0,IMPACTS,0001166691
2009_0,IMPACTS,0000016732
2009_0,IMPACTS,0001468174
2009_0,IMPACTS,0000103379
2009_0,IMPACTS,0000077476
2002_12,IMPACTS,0001383312
2009_0,IMPACTS,0000882095
2009_0,IMPACTS,0000018230
2009_0,IMPACTS,0000086312
2009_0,IMPACTS,0001283699
2018_1,IMPACTS,0001525769
2020_1,IMPACTS,0000087347
2009_0,IMPACTS,0001551182
2009_0,IMPACTS,0000901491
2022_38,IMPACTS,0000885639
2022_38,IMPACTS,0000104169
2022_5,IMPACTS,0001527166
2021_8,IMPACTS,0001289419
2017_0,IMPACTS,0000018230
2019_8,IMPACTS,0000012927
2020_9,IMPACTS,0000012927
2021_45,IMPACTS,0000006201
2021_45,IMPACTS,0000012927
2014_0,IMPACTS,0001362468
2022_5,IMPACTS,0001362468
2011_7,IMPACTS,0001133421
2020_8,IMPACTS,0000895421
2018_4,IMPACTS,0000831001
2022_5,IMPACTS,0001075531
2022_5,IMPACTS,0001526520
2022_39,IMPACTS,0001075531
2022_39,IMPACTS,0001324424
2005_1,IMPACTS,0001744489
2016_11,IMPACTS,0000913142
2020_7,IMPACTS,0001166691
2001_10,IMPACTS,0000829224
2020_29,IMPACTS,0000006201
2016_7,IMPACTS,0000093556
2016_7,IMPACTS,0001043219
2016_7,IMPACTS,0001609253
2016_7,IMPACTS,0000893538
2016_7,IMPACTS,0000908255
2016_7,IMPACTS,0001019849
2016_7,IMPACTS,0000004977
2016_7,IMPACTS,0001018979
2016_7,IMPACTS,0001137774
2016_7,IMPACTS,0000086312
2016_7,IMPACTS,0000005513
2016_7,IMPACTS,0001841666
2016_7,IMPACTS,0000024545
2016_7,IMPACTS,0001065088
2016_7,IMPACTS,0000812074
2016_7,IMPACTS,0000944695
2016_7,IMPACTS,0000916365
2020_4,IMPACTS,0000916365
2016_7,IMPACTS,0000912242
2020_4,IMPACTS,0000012927
2020_4,IMPACTS,0001571949
2015_7,IMPACTS,0000916365
2020_4,IMPACTS,0000886982
2021_24,IMPACTS,0000006201
2022_29,IMPACTS,0000320193
2022_29,IMPACTS,0000797468
2022_39,IMPACTS,0000813672
2022_35,IMPACTS,0001048911
2022_5,IMPACTS,0000085961
2014_0,IMPACTS,0000891103
2022_5,IMPACTS,0000891103
2008_4,IMPACTS,0000766421
2016_7,IMPACTS,0001571949
2002_3,IMPACTS,0000886982
2006_4,IMPACTS,0000886982
2022_9,IMPACTS,0000886982
2020_8,IMPACTS,0001345016
2018_1,IMPACTS,0000080661
2018_1,IMPACTS,0000912615
2018_4,IMPACTS,0000912463
2023_23,IMPACTS,0001097864
2023_23,IMPACTS,0000085961
2023_23,IMPACTS,0001035002
2017_0,IMPACTS,0001253986
2021_7,IMPACTS,0000899051
2020_1,IMPACTS,0000034088
2004_0,IMPACTS,0001065088
2006_5,IMPACTS,0001045810
2021_24,IMPACTS,0001841666
2023_23,IMPACTS,0001841666
2020_29,IMPACTS,0000789570
2016_6,IMPACTS,0001166691
2014_0,IMPACTS,0001413329
2020_8,IMPACTS,0001043277
2014_0,IMPACTS,0000732717
2022_5,IMPACTS,0000091576
2014_0,IMPACTS,0001035443
2007_1,IMPACTS,0001633917
2022_21,IMPACTS,0001633917
2014_0,IMPACTS,0001527166
2014_0,IMPACTS,0000766704
2022_5,IMPACTS,0000766704
2022_5,IMPACTS,0000906553
2022_39,IMPACTS,0000016040
2002_11,IMPACTS,0000093410
2022_5,IMPACTS,0000004904
2022_5,IMPACTS,0000827052
2006_2,IMPACTS,0001324404
2006_2,IMPACTS,0001285785
2016_11,IMPACTS,0001156375
2016_11,IMPACTS,0001120193
2017_0,IMPACTS,0001156375
2017_0,IMPACTS,0001571949
2017_0,IMPACTS,0001120193
2016_6,IMPACTS,0000320193
2022_5,IMPACTS,0001156375
2022_5,IMPACTS,0000885978
2015_7,IMPACTS,0000021344
2016_11,IMPACTS,0000277948
2017_0,IMPACTS,0000100885
2012_5,IMPACTS,0000277948
2012_5,IMPACTS,0000100885
2020_8,IMPACTS,
2017_7,IMPACTS,0000764478
2002_12,IMPACTS,0000899051
2022_4,IMPACTS,0000906345
2002_12,IMPACTS,0000016732
2002_12,IMPACTS,0000040704
2004_0,IMPACTS,0000909832
2004_0,IMPACTS,0000104169
2021_39,IMPACTS,0000320193
2021_39,IMPACTS,0000789019
2021_39,IMPACTS,0001403161
2022_39,IMPACTS,0000842162
2022_5,IMPACTS,0001766502
2009_4,IMPACTS,0001385280
2006_4,IMPACTS,0001413329
2017_0,IMPACTS,0000001750
2022_5,IMPACTS,0000935703
2016_11,IMPACTS,0000072741
2016_11,IMPACTS,0001336917
2017_0,IMPACTS,0001163165
2016_7,IMPACTS,0001169561
2016_7,IMPACTS,0001111335
2022_29,IMPACTS,0001371285
2017_0,IMPACTS,0001324424
2004_0,IMPACTS,0000320187
2001_2,IMPACTS,0000702165
2001_2,IMPACTS,0000100885
2008_3,IMPACTS,0000702165
2008_3,IMPACTS,0000100885
2008_3,IMPACTS,0000004904
2008_3,IMPACTS,0000715957
2023_15,IMPACTS,0001219601
2022_19,IMPACTS,0000350698
2023_15,IMPACTS,0001018724
2023_15,IMPACTS,0001013488
2007_2,IMPACTS,0000723125
2013_10,IMPACTS,0000712515
2020_23,IMPACTS,0000202058
2005_4,IMPACTS,0001527166
2020_24,IMPACTS,0001527166
2014_0,IMPACTS,0000702165
2022_5,IMPACTS,0000702165
2020_36,IMPACTS,0001120193
2021_21,IMPACTS,0000021665
2020_8,IMPACTS,0001530721
2021_39,IMPACTS,0001326380
2022_43,IMPACTS,0000109563
2022_43,IMPACTS,0000790051
2015_3,IMPACTS,0001783180
2020_8,IMPACTS,0001783180
2022_39,IMPACTS,0001495932
2017_8,IMPACTS,0000020212
2017_8,IMPACTS,0000861884
2017_8,IMPACTS,0000789570
2012_1,IMPACTS,0000789570
2002_12,IMPACTS,0000789570
2022_39,IMPACTS,0001373715
2017_0,IMPACTS,0000006845
2002_12,IMPACTS,0000018230
2006_8,IMPACTS,0001318605
2018_4,IMPACTS,0000002969
2018_4,IMPACTS,0001306830
2018_4,IMPACTS,0000915389
2022_5,IMPACTS,0000023217
2022_39,IMPACTS,0000875320
2016_11,IMPACTS,0001283699
2002_12,IMPACTS,0001050915
2002_12,IMPACTS,0001318605
2023_23,IMPACTS,0000002488
2023_23,IMPACTS,0001156375
2023_23,IMPACTS,0001318605
2022_39,IMPACTS,0000895421
2022_11,IMPACTS,
2012_4,IMPACTS,0000887596
2017_8,IMPACTS,0001517175
2023_25,IMPACTS,0000093410
2023_25,IMPACTS,0001520006
2023_25,IMPACTS,0002074176
2023_23,IMPACTS,0001539838
2021_24,IMPACTS,0001520006
2021_24,IMPACTS,0000073756
2021_7,IMPACTS,0000093410
2003_2,IMPACTS,0001090012
2003_2,IMPACTS,0001539838
2003_2,IMPACTS,0000034088
2017_0,IMPACTS,0000015615
2002_12,IMPACTS,0000320193
2012_6,IMPACTS,0000320193
2022_38,IMPACTS,0001318605
2002_12,IMPACTS,0001374310
2022_38,IMPACTS,0000829224
2002_12,IMPACTS,0000895421
2002_12,IMPACTS,0001530721
2022_5,IMPACTS,0001530721
2002_12,IMPACTS,0000310158
2022_38,IMPACTS,0000310158
2002_12,IMPACTS,0000886982
2022_38,IMPACTS,0000001750
2002_12,IMPACTS,0000804328
2022_21,IMPACTS,0000050863
2022_21,IMPACTS,0000723125
2022_21,IMPACTS,0001045810
2022_21,IMPACTS,0000804328
2011_1,IMPACTS,0000006281
2016_7,IMPACTS,0001058090
2018_4,IMPACTS,0001046311
2018_4,IMPACTS,0001468174
2007_1,IMPACTS,0000002488
2007_1,IMPACTS,0000018230
2007_1,IMPACTS,0000202058
2007_1,IMPACTS,0001133421
2022_21,IMPACTS,0000002488
2022_21,IMPACTS,0000018230
2022_21,IMPACTS,0000202058
2022_21,IMPACTS,0001133421
2017_7,IMPACTS,0000080661
2017_7,IMPACTS,0000084246
2017_7,IMPACTS,0000020286
2016_0,IMPACTS,0001262039
2020_20,IMPACTS,0000050863
2022_5,IMPACTS,0000811589
2022_5,IMPACTS,0000037808
2014_5,IMPACTS,0000831001
2014_0,IMPACTS,0001352010
2020_8,IMPACTS,0000072971
2013_13,IMPACTS,0000764065
2016_7,IMPACTS,0000764065
2005_3,IMPACTS,0001163165
2005_3,IMPACTS,0001090012
2023_28,IMPACTS,0000789019
2023_28,IMPACTS,0000797468
2012_5,IMPACTS,0000097745
2018_4,IMPACTS,0000002488
2018_4,IMPACTS,0000018230
2018_4,IMPACTS,0000050863
2001_10,IMPACTS,0000821002
2016_7,IMPACTS,0000821002
2017_0,IMPACTS,0000879169
2004_0,IMPACTS,0000002488
2004_0,IMPACTS,0000804328
2012_4,IMPACTS,0000882095
2013_8,IMPACTS,0001070494
2016_7,IMPACTS,0000310158
2016_7,IMPACTS,0000876167
2016_7,IMPACTS,0001341439
2016_7,IMPACTS,0000793952
2016_11,IMPACTS,0001001316
2017_6,IMPACTS,0000912615
2017_4,IMPACTS,0000886982
2013_8,IMPACTS,
2013_8,IMPACTS,0001283699
2013_8,IMPACTS,0001082554
2018_4,IMPACTS,0000793952
2018_4,IMPACTS,0000066740
2018_1,IMPACTS,0000886982
2014_0,IMPACTS,0001551152
2020_40,IMPACTS,0001029142
2022_11,IMPACTS,0001551306
2012_5,IMPACTS,0001064728
2017_0,IMPACTS,0001064728
2008_3,IMPACTS,0001064728
2017_0,IMPACTS,0001315257
2002_12,IMPACTS,0000021344
2020_40,IMPACTS,0000021344
2013_13,IMPACTS,0000021344
2013_13,IMPACTS,0000829224
2002_8,IMPACTS,0001551182
2009_0,IMPACTS,0000320187
2020_40,IMPACTS,0000021665
2020_40,IMPACTS,0001166691
2020_40,IMPACTS,0001744489
2020_40,IMPACTS,0000732717
2002_12,IMPACTS,0001166691
2022_4,IMPACTS,0001166691
2020_41,IMPACTS,0001166691
2020_41,IMPACTS,0001324424
2020_8,IMPACTS,0001166691
2006_4,IMPACTS,0000726958
2015_7,IMPACTS,0001564708
2010_4,IMPACTS,0000797468
2023_28,IMPACTS,0000007084
2020_40,IMPACTS,0000039263
2011_1,IMPACTS,0000004977
2011_1,IMPACTS,0000318154
2014_0,IMPACTS,0000317540
2022_5,IMPACTS,0000317540
2020_40,IMPACTS,0000104169
2015_6,IMPACTS,0000021344
2022_39,IMPACTS,0000874761
2022_39,IMPACTS,0001045609
2022_39,IMPACTS,0000832988
2022_39,IMPACTS,0000732717
2006_4,IMPACTS,0000310764
2022_39,IMPACTS,0001286681
2022_39,IMPACTS,0001048911
2022_39,IMPACTS,0000072971
2022_11,IMPACTS,0000712515
2022_39,IMPACTS,0001739940
2022_39,IMPACTS,0000721371
2022_39,IMPACTS,0001326380
2013_10,IMPACTS,0001341439
2009_0,IMPACTS,0001133421
2020_40,IMPACTS,0000023217
2002_12,IMPACTS,0000023217
2020_40,IMPACTS,0000918646
2020_40,IMPACTS,0001396009
2001_6,IMPACTS,0001283699
2020_29,IMPACTS,0001283699
2005_12,IMPACTS,0001163165
2005_12,IMPACTS,0000315852
2009_0,IMPACTS,0001048911
2017_0,IMPACTS,0000815556
2002_12,IMPACTS,0001385280
2020_8,IMPACTS,0000006201
2020_8,IMPACTS,0001385280
2020_8,IMPACTS,0000909832
2020_40,IMPACTS,0000006201
2020_40,IMPACTS,0001385280
2020_40,IMPACTS,0000909832
2002_3,IMPACTS,0001744489
2002_12,IMPACTS,0001060822
2018_0,IMPACTS,0001089063
2018_0,IMPACTS,0000089800
2022_39,IMPACTS,0000037996
2023_23,IMPACTS,0001513761
2020_40,IMPACTS,0000040704
2020_40,IMPACTS,0001637459
2017_4,IMPACTS,0000794170
2002_12,IMPACTS,0000024545
2020_40,IMPACTS,0000024545
2012_4,IMPACTS,0001144980
2012_4,IMPACTS,0000900075
2005_12,IMPACTS,0000900075
2020_40,IMPACTS,0001163165
2020_40,IMPACTS,0000277948
2020_40,IMPACTS,0000100885
2020_40,IMPACTS,0000072971
2020_40,IMPACTS,0000021076
2020_40,IMPACTS,0000016732
2020_40,IMPACTS,0001722684
2020_40,IMPACTS,0000040545
2020_40,IMPACTS,0000921738
2020_40,IMPACTS,0000882095
2020_40,IMPACTS,0001326380
2020_40,IMPACTS,0001075531
2020_40,IMPACTS,0001289460
2020_40,IMPACTS,0000093410
2020_40,IMPACTS,0000034088
2002_12,IMPACTS,0001760965
2002_12,IMPACTS,0000103379
2020_40,IMPACTS,0001633917
2020_40,IMPACTS,0001403161
2020_40,IMPACTS,0000829224
2020_40,IMPACTS,0000046080
2020_40,IMPACTS,0000012927
2020_40,IMPACTS,0000097210
2020_40,IMPACTS,0000066740
2020_40,IMPACTS,0001551152
2020_40,IMPACTS,0000100493
2020_40,IMPACTS,0000320193
2020_40,IMPACTS,0001318605
2019_9,IMPACTS,0000034088
2021_1,IMPACTS,0000034088
2015_7,IMPACTS,0001408198
2014_0,IMPACTS,0001755672
2002_3,IMPACTS,0000909832
2014_0,IMPACTS,0000104169
2015_7,IMPACTS,0000909832
2015_7,IMPACTS,0000104169
2020_40,IMPACTS,0001308547
2020_40,IMPACTS,0000885639
2020_40,IMPACTS,0000789570
2008_3,IMPACTS,0000821189
2020_40,IMPACTS,0000310158
2020_40,IMPACTS,0000084748
2020_40,IMPACTS,0000001800
2012_4,IMPACTS,0000040545
2002_12,IMPACTS,0001906324
2020_40,IMPACTS,0001628369
2022_5,IMPACTS,0001039684
2020_40,IMPACTS,0000007084
2014_0,IMPACTS,0001262039
2013_8,IMPACTS,0001520006
2015_5,IMPACTS,0001163165
2005_12,IMPACTS,0001090012
2005_12,IMPACTS,0001520006
2005_12,IMPACTS,0000797468
2011_7,IMPACTS,
2011_7,IMPACTS,0001520006
2011_6,IMPACTS,0000021665
2022_5,IMPACTS,0001679049
2022_29,IMPACTS,0001513761
2020_40,IMPACTS,0000063296
2022_5,IMPACTS,0000063296
2009_0,IMPACTS,0000753308
2009_0,IMPACTS,0000106040
2022_35,IMPACTS,
2009_0,IMPACTS,0000909832
2009_0,IMPACTS,0001108524
2009_0,IMPACTS,0001045450
2022_5,IMPACTS,0001326380
2020_40,IMPACTS,0001090727
2005_12,IMPACTS,0001048911
2020_40,IMPACTS,0001660134
2015_3,IMPACTS,0000033185
2021_15,IMPACTS,0000882184
2022_5,IMPACTS,0000073309
2022_5,IMPACTS,0000820313
2012_4,IMPACTS,0001022079
2012_4,IMPACTS,0000313143
2022_4,IMPACTS,
2022_4,IMPACTS,0000039899
2010_4,IMPACTS,0001958086
2010_4,IMPACTS,0000073756
2014_0,IMPACTS,0001286681
2022_5,IMPACTS,0001286681
2020_40,IMPACTS,0001286681
2020_40,IMPACTS,0000901491
2018_4,IMPACTS,0000715957
2018_4,IMPACTS,0000936340
2018_4,IMPACTS,0000753308
2018_4,IMPACTS,0000072903
2014_0,IMPACTS,0001573516
2022_5,IMPACTS,0001573516
2002_12,IMPACTS,0001283699
2002_12,IMPACTS,0001336917
2001_6,IMPACTS,0001744489
2001_6,IMPACTS,0000929008
2020_1,IMPACTS,0001744489
2020_1,IMPACTS,0000929008
2016_7,IMPACTS,0000018230
2020_40,IMPACTS,0000796343
2020_40,IMPACTS,0001261333
2020_40,IMPACTS,0000793952
2020_40,IMPACTS,0000063754
2016_7,IMPACTS,0000006951
2020_40,IMPACTS,0000002488
2020_1,IMPACTS,0000804328
2020_40,IMPACTS,
2020_16,IMPACTS,0001744489
2020_40,IMPACTS,0000886982
2020_40,IMPACTS,0000077476
2002_12,IMPACTS,0000021665
2020_40,IMPACTS,0001022079
2020_40,IMPACTS,0001341439
2022_5,IMPACTS,0000350698
2022_5,IMPACTS,0000277948
2022_5,IMPACTS,0001751788
2020_40,IMPACTS,0001024305
2019_9,IMPACTS,0001048911
2019_9,IMPACTS,0000040704
2019_9,IMPACTS,0000310158
2019_9,IMPACTS,0000766421
2019_9,IMPACTS,0000012927
2019_9,IMPACTS,0001744489
2019_9,IMPACTS,0000049071
2022_21,IMPACTS,0001646972
2020_40,IMPACTS,0000026780
2020_40,IMPACTS,0001040971
2001_8,IMPACTS,0000037785
2020_40,IMPACTS,0000940944
2022_5,IMPACTS,0001623925
2022_39,IMPACTS,0001278027
2022_39,IMPACTS,0000927628
2022_39,IMPACTS,0001113169
2022_39,IMPACTS,0001056696
2020_40,IMPACTS,0001525769
2003_2,IMPACTS,0000043920
2003_2,IMPACTS,0000075677
2003_2,IMPACTS,0000091767
2014_0,IMPACTS,0001623925
2003_2,IMPACTS,0001403161
2006_3,IMPACTS,0001403161
2021_24,IMPACTS,0000012927
2023_23,IMPACTS,0001133421
2008_4,IMPACTS,0001133421
2023_0,IMPACTS,0001133421
2017_0,IMPACTS,0000310158
2014_0,IMPACTS,0000894405
2014_0,IMPACTS,0000085961
2022_5,IMPACTS,0000894405
2016_6,IMPACTS,0000006201
2017_8,IMPACTS,0000006201
2020_40,IMPACTS,0000001750
2020_40,IMPACTS,0000766421
2020_29,IMPACTS,0001413329
2020_29,IMPACTS,0001468174
2001_12,IMPACTS,0001408198
2018_1,IMPACTS,0000012927
2018_1,IMPACTS,0000320187
2020_40,IMPACTS,0001058090
2020_40,IMPACTS,0000920760
2016_3,IMPACTS,0000831001
2002_11,IMPACTS,0000315293
2002_11,IMPACTS,0000886982
2014_0,IMPACTS,0000315293
2015_6,IMPACTS,0000315293
2015_6,IMPACTS,0000886982
2022_5,IMPACTS,0000315293
2020_40,IMPACTS,0000070318
2022_5,IMPACTS,0001792580
2012_9,IMPACTS,0001089063
2022_39,IMPACTS,0000320187
2020_34,IMPACTS,0000097745
2020_40,IMPACTS,0000804328
2006_8,IMPACTS,0001065088
2020_29,IMPACTS,0001668397
2008_3,IMPACTS,0001326160
2012_0,IMPACTS,0000100493
2014_0,IMPACTS,0000100493
2002_12,IMPACTS,0000802481
2020_40,IMPACTS,0000802481
2008_3,IMPACTS,0001469367
2017_0,IMPACTS,0001469367
2022_5,IMPACTS,0001166691
2006_8,IMPACTS,0001286681
2014_0,IMPACTS,0001744489
2022_29,IMPACTS,0001166691
2020_11,IMPACTS,0001744489
2017_0,IMPACTS,0000006201
2020_40,IMPACTS,0001766502
2006_4,IMPACTS,0000072971
2021_33,IMPACTS,0001058090
2021_33,IMPACTS,0000712515
2021_33,IMPACTS,0001065088
2021_33,IMPACTS,0001326380
2021_33,IMPACTS,0001633917
2021_33,IMPACTS,0000817720
2021_33,IMPACTS,0000946581
2002_12,IMPACTS,0001413329
2020_40,IMPACTS,0001413329
2009_0,IMPACTS,0001660134
2020_40,IMPACTS,0001108524
2020_40,IMPACTS,0001670592
2020_19,IMPACTS,0001326380
2016_11,IMPACTS,0001338749
2005_12,IMPACTS,0000031462
2016_2,IMPACTS,0001133421
2020_40,IMPACTS,0001669811
2020_40,IMPACTS,0000320187
2016_11,IMPACTS,0000829224
2014_0,IMPACTS,0000040545
2001_2,IMPACTS,0000066740
2001_2,IMPACTS,0000086312
2018_1,IMPACTS,0000310158
2011_7,IMPACTS,0000320187
2017_6,IMPACTS,0000093410
2003_2,IMPACTS,0000875320
2006_3,IMPACTS,0000875320
2001_2,IMPACTS,0000886982
2013_8,IMPACTS,0000047217
